normalized_label,country_count,variable_count,countries,variables,examples
place obtained iron tablets syrup patent proprietary medicine vendors ppmv,1,7,Nigéria,m81n | m81n_1 | m81n_2 | m81n_3 | m81n_4 | m81n_5 | m81n_6,place obtained iron tablets/syrup: patent & proprietary medicine vendors (ppmv)
place obtained iron tablets syrup phamarcy,1,7,Congo (República Democrática),m81l | m81l_1 | m81l_2 | m81l_3 | m81l_4 | m81l_5 | m81l_6,place obtained iron tablets/syrup: phamarcy
place obtained iron tablets syrup pharmacy,17,14,Angola | Burkina Faso | Camarões | Costa do Marfim | Etiópia | Gana | Lesoto | Libéria | Malaui | Mali | Moçambique | Nigéria | Quênia | Ruanda | Senegal | Tanzânia | Zâmbia,m81k | m81k_1 | m81k_2 | m81k_3 | m81k_4 | m81k_5 | m81k_6 | m81m | m81m_1 | m81m_2 | m81m_3 | m81m_4 | m81m_5 | m81m_6,na - place obtained iron tablets/syrup: pharmacy | place obtained iron tablets/syrup: pharmacy
place obtained iron tablets syrup pharmacy shop market,1,7,Senegal,m81s | m81s_1 | m81s_2 | m81s_3 | m81s_4 | m81s_5 | m81s_6,place obtained iron tablets/syrup: pharmacy/shop/market
place obtained iron tablets syrup polyclinic,1,7,Burkina Faso,m81j | m81j_1 | m81j_2 | m81j_3 | m81j_4 | m81j_5 | m81j_6,place obtained iron tablets/syrup: polyclinic
place obtained iron tablets syrup polyclinic hospital,1,7,Ruanda,m81j | m81j_1 | m81j_2 | m81j_3 | m81j_4 | m81j_5 | m81j_6,place obtained iron tablets/syrup: polyclinic hospital
place obtained iron tablets syrup primary health care center,1,7,Nigéria,m81d | m81d_1 | m81d_2 | m81d_3 | m81d_4 | m81d_5 | m81d_6,place obtained iron tablets/syrup: primary health care center
place obtained iron tablets syrup primary health clinic,1,7,Nigéria,m81e | m81e_1 | m81e_2 | m81e_3 | m81e_4 | m81e_5 | m81e_6,place obtained iron tablets/syrup: primary health clinic
place obtained iron tablets syrup private clinic,10,35,Angola | Etiópia | Gana | Lesoto | Moçambique | Nigéria | Quênia | Ruanda | Tanzânia | Zâmbia,m81j | m81j_1 | m81j_2 | m81j_3 | m81j_4 | m81j_5 | m81j_6 | m81k | m81k_1 | m81k_2 | m81k_3 | m81k_4 | m81k_5 | m81k_6 | m81m | m81m_1 | m81m_2 | m81m_3 | m81m_4 | m81m_5 | m81m_6 | m81n | m81n_1 | m81n_2 | m81n_3 | m81n_4 | m81n_5 | m81n_6 | m81p | m81p_1 | m81p_2 | m81p_3 | m81p_4 | m81p_5 | m81p_6,place obtained iron tablets/syrup: private clinic
place obtained iron tablets syrup private clinic hospital,1,7,Mali,m81j | m81j_1 | m81j_2 | m81j_3 | m81j_4 | m81j_5 | m81j_6,place obtained iron tablets/syrup: private/clinic hospital
place obtained iron tablets syrup private clinic polyclinic,1,7,Congo (República Democrática),m81k | m81k_1 | m81k_2 | m81k_3 | m81k_4 | m81k_5 | m81k_6,place obtained iron tablets/syrup: private clinic/polyclinic
place obtained iron tablets syrup private community health assistant,1,7,Zâmbia,m81p | m81p_1 | m81p_2 | m81p_3 | m81p_4 | m81p_5 | m81p_6,place obtained iron tablets/syrup: private community health assistant
place obtained iron tablets syrup private community health worker,1,7,Zâmbia,m81q | m81q_1 | m81q_2 | m81q_3 | m81q_4 | m81q_5 | m81q_6,place obtained iron tablets/syrup: private community health worker
place obtained iron tablets syrup private community health worker fieldworker,1,7,Quênia,m81o | m81o_1 | m81o_2 | m81o_3 | m81o_4 | m81o_5 | m81o_6,place obtained iron tablets/syrup: private community health worker/fieldworker
place obtained iron tablets syrup private dispensary,1,7,Tanzânia,m81o | m81o_1 | m81o_2 | m81o_3 | m81o_4 | m81o_5 | m81o_6,place obtained iron tablets/syrup: private dispensary
place obtained iron tablets syrup private doctor,14,14,Angola | Burkina Faso | Camarões | Etiópia | Gana | Lesoto | Libéria | Malaui | Mali | Moçambique | Nigéria | Quênia | Tanzânia | Zâmbia,m81l | m81l_1 | m81l_2 | m81l_3 | m81l_4 | m81l_5 | m81l_6 | m81m | m81m_1 | m81m_2 | m81m_3 | m81m_4 | m81m_5 | m81m_6,na - place obtained iron tablets/syrup: private doctor | place obtained iron tablets/syrup: private doctor
place obtained iron tablets syrup private fieldworker,1,7,Congo (República Democrática),m81q | m81q_1 | m81q_2 | m81q_3 | m81q_4 | m81q_5 | m81q_6,place obtained iron tablets/syrup: private fieldworker
place obtained iron tablets syrup private health center,1,7,Lesoto,m81m | m81m_1 | m81m_2 | m81m_3 | m81m_4 | m81m_5 | m81m_6,place obtained iron tablets/syrup: private health center
place obtained iron tablets syrup private health centre,1,7,Tanzânia,m81n | m81n_1 | m81n_2 | m81n_3 | m81n_4 | m81n_5 | m81n_6,place obtained iron tablets/syrup: private health centre
place obtained iron tablets syrup private hospital,13,7,Angola | Camarões | Congo (República Democrática) | Etiópia | Gana | Lesoto | Libéria | Malaui | Nigéria | Quênia | Senegal | Tanzânia | Zâmbia,m81j | m81j_1 | m81j_2 | m81j_3 | m81j_4 | m81j_5 | m81j_6,na - place obtained iron tablets/syrup: private hospital | place obtained iron tablets/syrup: private hospital
place obtained iron tablets syrup private hospital clinic,1,7,Costa do Marfim,m81j | m81j_1 | m81j_2 | m81j_3 | m81j_4 | m81j_5 | m81j_6,"place obtained iron tablets/syrup: private hospital, clinic"
place obtained iron tablets syrup private infirmary,1,7,Costa do Marfim,m81m | m81m_1 | m81m_2 | m81m_3 | m81m_4 | m81m_5 | m81m_6,place obtained iron tablets/syrup: private infirmary
place obtained iron tablets syrup private maternity,1,7,Costa do Marfim,m81n | m81n_1 | m81n_2 | m81n_3 | m81n_4 | m81n_5 | m81n_6,place obtained iron tablets/syrup: private maternity
place obtained iron tablets syrup private medical cabinet cmp,1,7,Burkina Faso,m81n | m81n_1 | m81n_2 | m81n_3 | m81n_4 | m81n_5 | m81n_6,place obtained iron tablets/syrup: private medical cabinet (cmp)
place obtained iron tablets syrup private medical care office,1,7,Mali,m81n | m81n_1 | m81n_2 | m81n_3 | m81n_4 | m81n_5 | m81n_6,place obtained iron tablets/syrup: private medical care office
place obtained iron tablets syrup private medical private doctor,1,7,Senegal,m81l | m81l_1 | m81l_2 | m81l_3 | m81l_4 | m81l_5 | m81l_6,place obtained iron tablets/syrup: private medical/private doctor
place obtained iron tablets syrup private mission hospital clinic,1,7,Zâmbia,m81n | m81n_1 | m81n_2 | m81n_3 | m81n_4 | m81n_5 | m81n_6,place obtained iron tablets/syrup: private mission hospital/clinic
place obtained iron tablets syrup private mobile clinic,1,7,Quênia,m81n | m81n_1 | m81n_2 | m81n_3 | m81n_4 | m81n_5 | m81n_6,place obtained iron tablets/syrup: private mobile clinic
place obtained iron tablets syrup private mobile clinic hospital,1,7,Zâmbia,m81o | m81o_1 | m81o_2 | m81o_3 | m81o_4 | m81o_5 | m81o_6,place obtained iron tablets/syrup: private mobile clinic/hospital
place obtained iron tablets syrup private other,1,7,Zâmbia,m81r | m81r_1 | m81r_2 | m81r_3 | m81r_4 | m81r_5 | m81r_6,place obtained iron tablets/syrup: private other
place obtained iron tablets syrup private other hospital,1,7,Tanzânia,m81m | m81m_1 | m81m_2 | m81m_3 | m81m_4 | m81m_5 | m81m_6,place obtained iron tablets/syrup: private other hospital
place obtained iron tablets syrup provincial district hospital,1,7,Ruanda,m81b | m81b_1 | m81b_2 | m81b_3 | m81b_4 | m81b_5 | m81b_6,place obtained iron tablets/syrup: provincial/district hospital
place obtained iron tablets syrup provincial general hospital,1,7,Moçambique,m81b | m81b_1 | m81b_2 | m81b_3 | m81b_4 | m81b_5 | m81b_6,place obtained iron tablets/syrup: provincial/general hospital
place obtained iron tablets syrup provincial hospital,2,7,Angola | Congo (República Democrática),m81b | m81b_1 | m81b_2 | m81b_3 | m81b_4 | m81b_5 | m81b_6,place obtained iron tablets/syrup: provincial hospital
place obtained iron tablets syrup psi,1,7,Malaui,m81o | m81o_1 | m81o_2 | m81o_3 | m81o_4 | m81o_5 | m81o_6,na - place obtained iron tablets/syrup: psi
place obtained iron tablets syrup public clinic,1,7,Tanzânia,m81g | m81g_1 | m81g_2 | m81g_3 | m81g_4 | m81g_5 | m81g_6,place obtained iron tablets/syrup: public clinic
place obtained iron tablets syrup public community health assistant,1,7,Zâmbia,m81e | m81e_1 | m81e_2 | m81e_3 | m81e_4 | m81e_5 | m81e_6,place obtained iron tablets/syrup: public community health assistant
place obtained iron tablets syrup public dispensary,1,7,Tanzânia,m81f | m81f_1 | m81f_2 | m81f_3 | m81f_4 | m81f_5 | m81f_6,place obtained iron tablets/syrup: public dispensary
place obtained iron tablets syrup public district hospital,1,7,Tanzânia,m81d | m81d_1 | m81d_2 | m81d_3 | m81d_4 | m81d_5 | m81d_6,place obtained iron tablets/syrup: public district hospital
place obtained iron tablets syrup public health center,1,7,Zâmbia,m81b | m81b_1 | m81b_2 | m81b_3 | m81b_4 | m81b_5 | m81b_6,place obtained iron tablets/syrup: public health center
place obtained iron tablets syrup public health centre,1,7,Tanzânia,m81e | m81e_1 | m81e_2 | m81e_3 | m81e_4 | m81e_5 | m81e_6,place obtained iron tablets/syrup: public health centre
place obtained iron tablets syrup public health post,1,7,Zâmbia,m81c | m81c_1 | m81c_2 | m81c_3 | m81c_4 | m81c_5 | m81c_6,place obtained iron tablets/syrup: public health post
place obtained iron tablets syrup public health worker,1,7,Zâmbia,m81f | m81f_1 | m81f_2 | m81f_3 | m81f_4 | m81f_5 | m81f_6,place obtained iron tablets/syrup: public health worker
place obtained iron tablets syrup public mobile clinic,1,7,Zâmbia,m81d | m81d_1 | m81d_2 | m81d_3 | m81d_4 | m81d_5 | m81d_6,place obtained iron tablets/syrup: public mobile clinic
place obtained iron tablets syrup public other,1,7,Zâmbia,m81g | m81g_1 | m81g_2 | m81g_3 | m81g_4 | m81g_5 | m81g_6,place obtained iron tablets/syrup: public other
place obtained iron tablets syrup public regional hospital,1,7,Tanzânia,m81c | m81c_1 | m81c_2 | m81c_3 | m81c_4 | m81c_5 | m81c_6,place obtained iron tablets/syrup: public regional hospital
place obtained iron tablets syrup public regional referral hospital,1,7,Tanzânia,m81b | m81b_1 | m81b_2 | m81b_3 | m81b_4 | m81b_5 | m81b_6,place obtained iron tablets/syrup: public regional referral hospital
place obtained iron tablets syrup public sector other,1,7,Congo (República Democrática),m81h | m81h_1 | m81h_2 | m81h_3 | m81h_4 | m81h_5 | m81h_6,place obtained iron tablets/syrup: public sector: other
place obtained iron tablets syrup red cross health center,1,7,Lesoto,m81nc | m81nc_1 | m81nc_2 | m81nc_3 | m81nc_4 | m81nc_5 | m81nc_6,place obtained iron tablets/syrup: red cross health center
place obtained iron tablets syrup regional hospital chr,1,7,Burkina Faso,m81b | m81b_1 | m81b_2 | m81b_3 | m81b_4 | m81b_5 | m81b_6,place obtained iron tablets/syrup: regional hospital (chr)
place obtained iron tablets syrup religious dispensary,1,7,Senegal,m81n | m81n_1 | m81n_2 | m81n_3 | m81n_4 | m81n_5 | m81n_6,place obtained iron tablets/syrup: religious dispensary
place obtained iron tablets syrup religious institution,1,7,Costa do Marfim,m81t | m81t_1 | m81t_2 | m81t_3 | m81t_4 | m81t_5 | m81t_6,place obtained iron tablets/syrup: religious institution
place obtained iron tablets syrup religious voluntary clinic,1,7,Tanzânia,m81s | m81s_1 | m81s_2 | m81s_3 | m81s_4 | m81s_5 | m81s_6,place obtained iron tablets/syrup: religious/voluntary: clinic
place obtained iron tablets syrup religious voluntary dispensary,1,7,Tanzânia,m81ne | m81ne_1 | m81ne_2 | m81ne_3 | m81ne_4 | m81ne_5 | m81ne_6,place obtained iron tablets/syrup: religious/voluntary dispensary
place obtained iron tablets syrup religious voluntary district hospital,1,7,Tanzânia,m81nb | m81nb_1 | m81nb_2 | m81nb_3 | m81nb_4 | m81nb_5 | m81nb_6,place obtained iron tablets/syrup: religious/voluntary district hospital
place obtained iron tablets syrup religious voluntary health centre,1,7,Tanzânia,m81nd | m81nd_1 | m81nd_2 | m81nd_3 | m81nd_4 | m81nd_5 | m81nd_6,place obtained iron tablets/syrup: religious/voluntary health centre
place obtained iron tablets syrup religious voluntary other hospital,1,7,Tanzânia,m81nc | m81nc_1 | m81nc_2 | m81nc_3 | m81nc_4 | m81nc_5 | m81nc_6,place obtained iron tablets/syrup: religious/voluntary other hospital
place obtained iron tablets syrup religious voluntary referral specialised hosp,1,7,Tanzânia,m81na | m81na_1 | m81na_2 | m81na_3 | m81na_4 | m81na_5 | m81na_6,place obtained iron tablets/syrup: religious/voluntary referral/specialised hosp
place obtained iron tablets syrup rural district hospital,1,7,Moçambique,m81c | m81c_1 | m81c_2 | m81c_3 | m81c_4 | m81c_5 | m81c_6,place obtained iron tablets/syrup: rural/district hospital
place obtained iron tablets syrup rural maternity,1,7,Senegal,m81d | m81d_1 | m81d_2 | m81d_3 | m81d_4 | m81d_5 | m81d_6,place obtained iron tablets/syrup: rural maternity
place obtained iron tablets syrup satellite mobile clinic,1,7,Etiópia,m81d | m81d_1 | m81d_2 | m81d_3 | m81d_4 | m81d_5 | m81d_6,place obtained iron tablets/syrup: satellite/mobile clinic
place obtained iron tablets syrup shop,11,14,Angola | Burkina Faso | Congo (República Democrática) | Gana | Lesoto | Malaui | Mali | Moçambique | Nigéria | Quênia | Zâmbia,m81s | m81s_1 | m81s_2 | m81s_3 | m81s_4 | m81s_5 | m81s_6 | m81u | m81u_1 | m81u_2 | m81u_3 | m81u_4 | m81u_5 | m81u_6,place obtained iron tablets/syrup: shop
place obtained iron tablets syrup shop drug vendor,1,7,Etiópia,m81s | m81s_1 | m81s_2 | m81s_3 | m81s_4 | m81s_5 | m81s_6,place obtained iron tablets/syrup: shop/drug vendor
place obtained iron tablets syrup shop mall,1,7,Costa do Marfim,m81s | m81s_1 | m81s_2 | m81s_3 | m81s_4 | m81s_5 | m81s_6,place obtained iron tablets/syrup: shop/mall
place obtained iron tablets syrup street pharmacy on the ground,1,7,Costa do Marfim,m81v | m81v_1 | m81v_2 | m81v_3 | m81v_4 | m81v_5 | m81v_6,place obtained iron tablets/syrup: street/pharmacy on the ground
place obtained iron tablets syrup street vendors,1,7,Senegal,m81w | m81w_1 | m81w_2 | m81w_3 | m81w_4 | m81w_5 | m81w_6,place obtained iron tablets/syrup: street vendors
place obtained iron tablets syrup support groups,1,7,Lesoto,m81v | m81v_1 | m81v_2 | m81v_3 | m81v_4 | m81v_5 | m81v_6,place obtained iron tablets/syrup: support groups
place obtained iron tablets syrup teaching hospital,1,7,Nigéria,m81a | m81a_1 | m81a_2 | m81a_3 | m81a_4 | m81a_5 | m81a_6,place obtained iron tablets/syrup: teaching hospital
place obtained iron tablets syrup traditional healer practitioner,1,7,Mali,m81u | m81u_1 | m81u_2 | m81u_3 | m81u_4 | m81u_5 | m81u_6,place obtained iron tablets/syrup: traditional healer/practitioner
place obtained iron tablets syrup traditional practitioner,1,7,Senegal,m81t | m81t_1 | m81t_2 | m81t_3 | m81t_4 | m81t_5 | m81t_6,place obtained iron tablets/syrup: traditional practitioner
place obtained iron tablets syrup traveler medicine seller,1,7,Mali,m81t | m81t_1 | m81t_2 | m81t_3 | m81t_4 | m81t_5 | m81t_6,place obtained iron tablets/syrup: traveler medicine seller
place obtained iron tablets syrup university hospital chu,1,7,Burkina Faso,m81a | m81a_1 | m81a_2 | m81a_3 | m81a_4 | m81a_5 | m81a_6,place obtained iron tablets/syrup: university hospital (chu)
place obtained iron tablets syrup vaccination campaign,1,7,Etiópia,m81v | m81v_1 | m81v_2 | m81v_3 | m81v_4 | m81v_5 | m81v_6,place obtained iron tablets/syrup: vaccination campaign
place obtained iron tablets syrup village health worker,1,7,Lesoto,m81g | m81g_1 | m81g_2 | m81g_3 | m81g_4 | m81g_5 | m81g_6,place obtained iron tablets/syrup: village health worker
place obtained net,1,8,Nigéria,sh129 | sh129_1 | sh129_2 | sh129_3 | sh129_4 | sh129_5 | sh129_6 | sh129_7,place obtained net
place of abortion,2,3,Congo (Brazzaville) | Gabão,s238 | s238k | s242,place of abortion
place of after abortion care,2,1,Congo (Brazzaville) | Gabão,s247,place of after abortion care
place of aids test,1,1,Libéria,s926,place of aids test
place of aids test aids,1,1,Etiópia,s910s,place of aids test (aids)
place of aids test cs,1,2,Senegal,s929 | sm715,place of aids test (cs)
place of anc home,1,1,Congo (Brazzaville),s416a,place of anc: home
place of anc other,1,1,Congo (Brazzaville),s416x,place of anc: other
place of anc other home,1,1,Congo (Brazzaville),s416b,place of anc: other home
place of anc private clinic,1,1,Congo (Brazzaville),s416f,place of anc: private clinic
place of anc private doctor,1,1,Congo (Brazzaville),s416g,place of anc: private doctor
place of anc private nursing care facility,1,1,Congo (Brazzaville),s416h,place of anc: private nursing care facility
place of anc public health center,1,1,Congo (Brazzaville),s416d,place of anc: public health center
place of anc public health post,1,1,Congo (Brazzaville),s416e,place of anc: public health post
place of anc public hospital,1,1,Congo (Brazzaville),s416c,place of anc: public hospital
place of anc social medical center,1,1,Congo (Brazzaville),s416i,place of anc: social & medical center
place of anc spiritual medical center,1,1,Congo (Brazzaville),s416j,place of anc: spiritual medical center
place of antenatal care,1,1,Nigéria,a4178a_1,Place of antenatal care
place of birth,5,82,Angola | Benin | Gana | Moçambique | São Tomé e Príncipe,f1va601 | s107a | s229a | s229a_1 | s229a_2 | s229a_3 | s229a_4 | s229a_5 | s229a_6 | sh09d | sh09d_01 | sh09d_02 | sh09d_03 | sh09d_04 | sh09d_05 | sh09d_06 | sh09d_07 | sh09d_08 | sh09d_09 | sh09d_10 | sh09d_11 | sh09d_12 | sh09d_13 | sh09d_14 | sh09d_15 | sh09d_16 | sh09d_17 | sh09d_18 | sh09d_19 | sh09d_20 | sh09d_21 | sh09d_22 | sh09d_23 | sh09d_24 | sh09d_25 | sh09d_26 | sh09d_27 | sh09d_28 | sh09d_29 | sh09d_30 | sh09d_31 | sh09d_32 | sh09d_33 | sh09d_34 | sh09d_35 | sh09d_36 | sh9a | sh9a_01 | sh9a_02 | sh9a_03 | sh9a_04 | sh9a_05 | sh9a_06 | sh9a_07 | sh9a_08 | sh9a_09 | sh9a_10 | sh9a_11 | sh9a_12 | sh9a_13 | sh9a_14 | sh9a_15 | sh9a_16 | sh9a_17 | sh9a_18 | sh9a_19 | sh9a_20 | sh9a_21 | sh9a_22 | sh9a_23 | sh9a_24 | sh9a_25 | sh9a_26 | sh9a_27 | sh9a_28 | sh9a_29 | sh9a_30 | sh9a_31 | sh9a_32 | sh9a_33 | sh9a_34 | sm107a,place of birth
place of birth of most recent child,33,2,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,mv250 | sm218,Place of birth of most recent child | na - place of birth of most recent child | place of birth of most recent child
place of birth of youngest,2,1,Congo (República Democrática) | Zimbábue,mv250,place of birth of youngest -na
place of birth of youngest child,18,1,Benin | Congo (Brazzaville) | Eswatini (Suazilândia) | Gana | Lesoto | Libéria | Madagascar | Malaui | Mali | Namíbia | Nigéria | Níger | Quênia | Ruanda | Serra Leoa | São Tomé e Príncipe | Tanzânia | Zâmbia,mv250,na - place of birth of youngest child | na-place of birth of youngest child | place of birth of youngest child | place of birth of youngest child {na}
place of burial,1,1,Gana,q117,place of burial
place of care for labor delivery symptoms,1,1,Nigéria,c3067,Place of care for labor/delivery symptoms
place of care for pregnancy symptoms,1,1,Nigéria,c3065,Place of care for pregnancy symptoms
place of care or treatment,1,1,Nigéria,n2082,Place of care or treatment
place of check up,1,7,Gana,s417e | s417e_1 | s417e_2 | s417e_3 | s417e_4 | s417e_5 | s417e_6,place of check up
place of checkup on respondent after discharge,1,1,Gana,q444,place of checkup on respondent after discharge
place of circumcision,3,3,Malaui | Quênia | Zâmbia,s1009 | sm804 | sm805c,place of circumcision
place of consultation,1,7,República Centro-Africana,s407b | s407b_1 | s407b_2 | s407b_3 | s407b_4 | s407b_5 | s407b_6,place of consultation
place of death,34,91,Angola | Benin | Burkina Faso | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,mm13_01 | mm13_02 | mm13_03 | mm13_04 | mm13_05 | mm13_06 | mm13_07 | mm13_08 | mm13_09 | mm13_10 | mm13_11 | mm13_12 | mm13_13 | mm13_14 | mm13_15 | mm13_16 | mm13_17 | mm13_18 | mm13_19 | mm13_20 | mm13_21 | mm13_22 | mm13_23 | mmm13_01 | mmm13_02 | mmm13_03 | mmm13_04 | mmm13_05 | mmm13_06 | mmm13_07 | mmm13_08 | mmm13_09 | mmm13_10 | mmm13_11 | mmm13_12 | mmm13_13 | mmm13_14 | mmm13_15 | mmm13_16 | mmm13_17 | mmm13_18 | mmm13_19 | mmm13_20 | q115 | s230z | s230z_1 | s230z_2 | s230z_3 | s230z_4 | s230z_5 | s230z_6 | s476c | s476c_1 | s476c_2 | s476c_3 | s476c_4 | s476c_5 | s476c_6 | s477 | s477_1 | s477_2 | s477_3 | s477_4 | s477_5 | s477_6 | sh28 | sh28_1 | sh28_2 | sh28_3 | sh28_4 | smm13_01 | smm13_02 | smm13_03 | smm13_04 | smm13_05 | smm13_06 | smm13_07 | smm13_08 | smm13_09 | smm13_10 | smm13_11 | smm13_12 | smm13_13 | smm13_14 | smm13_15 | smm13_16 | smm13_17 | smm13_18 | smm13_19 | smm13_20 | va108,[na] place of death | na - place of death | na-place of death | place of death | place of death              na | place of death              na! | place of death             -na | place of death            - na
place of death 309 in form 2,1,1,Gana,va306,place of death  (309 in form 2)
place of delivery,36,38,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,m15 | m15_1 | m15_2 | m15_3 | m15_4 | m15_5 | m15_6 | q430 | q527 | s1119a_01 | s1119a_02 | s1119a_03 | s1119a_04 | s1119a_05 | s1119a_06 | s1119a_07 | s1119a_08 | s1119a_09 | s1119a_10 | s1119a_11 | s1119a_12 | s1119a_13 | s1119a_14 | s1119a_15 | s1119a_16 | s1119a_17 | s1119a_18 | s1119a_19 | s1119a_20 | s405 | s427 | s427_1 | s427_2 | s427_3 | s427_4 | s427_5 | s427_6 | sm617,NA - Place of delivery | Place of delivery | na - place of delivery | place of delivery
place of delivery without forceps or vacuum,1,1,Nigéria,a4198,Place of delivery without forceps or vacuum
place of first antenatal visit,1,7,Zâmbia,s407a | s407a_1 | s407a_2 | s407a_3 | s407a_4 | s407a_5 | s407a_6,place of first antenatal visit
place of first postnatal check,2,9,Etiópia | Gana,q448 | q548 | s448 | s448_1 | s448_2 | s448_3 | s448_4 | s448_5 | s448_6,place of first postnatal check
place of fistula treatment,1,1,Níger,s930,place of fistula treatment
place of fistula treatment health center,1,1,Mali,s930a,place of fistula treatment:  health center
place of fistula treatment hospital,1,1,Mali,s930c,place of fistula treatment:  hospital
place of fistula treatment maternity,1,1,Mali,s930b,place of fistula treatment:  maternity
place of fistula treatment no treatment,1,1,Mali,s930y,place of fistula treatment:  no treatment
place of fistula treatment other medical center,1,1,Mali,s930e,place of fistula treatment:  other medical center
place of fistula treatment private clinic,1,1,Mali,s930d,place of fistula treatment:  private clinic
place of fistula treatment traditional care,1,1,Mali,s930f,place of fistula treatment:  traditional care
place of funeral burial,1,1,Gana,va110,place of funeral/burial
place of genycological exam,1,1,São Tomé e Príncipe,s239b,place of genycological exam
place of health consultation,1,1,Ruanda,sm129c,place of health consultation
place of hiv test,2,1,Guiné | Ruanda,s821,place of hiv test
place of hospitalization,1,1,Ruanda,sm129h,place of hospitalization
place of injection,1,1,Ruanda,s499d,place of injection
place of injection by healt,1,1,Ruanda,v479,place of injection by healt-na
place of injection by health worker,33,2,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,mv479 | v479,NA - Place of injection by health worker | NA-Place of injection by health worker | Place of injection by health worker | na - place of injection by health worker | na-place of injection by health worker | place of injection by health worker
place of last antenatal hiv test,1,1,Comores,s917,Place of last antenatal HIV test | place of last antenatal hiv test
place of last hiv test,3,5,Comores | Guiné | Ruanda,s828 | s929 | sm619 | sm715 | sm719,Place of last HIV test | place of last hiv test
place of last injection,2,2,Guiné | Ruanda,s499d | sm818,place of last injection
place of last prenatal visit,1,1,Ruanda,s119c,place of last prenatal visit
place of obtaining information community health worker,1,7,Senegal,s428bd | s428bd_1 | s428bd_2 | s428bd_3 | s428bd_4 | s428bd_5 | s428bd_6,place of obtaining information: community health worker
place of obtaining information during an anc,1,7,Senegal,s428ba | s428ba_1 | s428ba_2 | s428ba_3 | s428ba_4 | s428ba_5 | s428ba_6,place of obtaining information: during an anc
place of obtaining information media,1,7,Senegal,s428bb | s428bb_1 | s428bb_2 | s428bb_3 | s428bb_4 | s428bb_5 | s428bb_6,place of obtaining information: media
place of obtaining information other,1,7,Senegal,s428bx | s428bx_1 | s428bx_2 | s428bx_3 | s428bx_4 | s428bx_5 | s428bx_6,place of obtaining information: other
place of obtaining information relatives neighbors,1,7,Senegal,s428bc | s428bc_1 | s428bc_2 | s428bc_3 | s428bc_4 | s428bc_5 | s428bc_6,place of obtaining information: relatives/neighbors
place of participation,1,1,Níger,s308b8,Place of participation | place of participation
place of postnatal check,3,21,Camarões | Congo (Brazzaville) | Etiópia,s432 | s432_1 | s432_2 | s432_3 | s432_4 | s432_5 | s432_6 | s444 | s444_1 | s444_2 | s444_3 | s444_4 | s444_5 | s444_6 | s447 | s447_1 | s447_2 | s447_3 | s447_4 | s447_5 | s447_6,place of postnatal check
place of postnatal consultation,1,7,Guiné,s418d | s418d_1 | s418d_2 | s418d_3 | s418d_4 | s418d_5 | s418d_6,place of postnatal consultation
place of prenatal visit arbef clinic,1,7,Ruanda,s409af | s409af_1 | s409af_2 | s409af_3 | s409af_4 | s409af_5 | s409af_6,place of prenatal visit: arbef clinic
place of prenatal visit govt health center,1,7,Ruanda,s409ab | s409ab_1 | s409ab_2 | s409ab_3 | s409ab_4 | s409ab_5 | s409ab_6,place of prenatal visit: govt. health center
place of prenatal visit govt hospital,1,7,Ruanda,s409aa | s409aa_1 | s409aa_2 | s409aa_3 | s409aa_4 | s409aa_5 | s409aa_6,place of prenatal visit: govt hospital
place of prenatal visit nursery,1,7,Ruanda,s409ag | s409ag_1 | s409ag_2 | s409ag_3 | s409ag_4 | s409ag_5 | s409ag_6,place of prenatal visit: nursery
place of prenatal visit other,1,7,Ruanda,s409ax | s409ax_1 | s409ax_2 | s409ax_3 | s409ax_4 | s409ax_5 | s409ax_6,place of prenatal visit: other
